Order Date,Order ID,Product,Product_ean,catégorie,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin
1/2/2019 8:25,141290,Apple Airpods Headphones,9.39018E+12,Vêtements,"4 1st St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/2/2019 8:25,141290,AA Batteries (4-pack),5.53899E+12,Vêtements,"4 1st St, Los Angeles, CA 90001",3,3.84,1.92,11.52,5.76
1/26/2019 18:11,141291,AA Batteries (4-pack),9.99E+12,Sports,"632 13th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/21/2019 8:46,141292,AAA Batteries (4-pack),4.81047E+12,Vêtements,"847 Ridge St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/18/2019 12:21,141293,USB-C Charging Cable,3.59901E+12,Sports,"880 Washington St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/25/2019 8:12,141294,Bose SoundSport Headphones,4.8809E+12,Électronique,"907 Highland St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/6/2019 20:06,141295,AA Batteries (4-pack),1.27687E+12,Vêtements,"898 Lakeview St, Austin, TX 73301",1,3.84,1.92,3.84,1.92
1/20/2019 0:21,141296,USB-C Charging Cable,9.55777E+12,Électronique,"889 Cedar St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975
1/4/2019 11:09,141297,Lightning Charging Cable,3.23946E+12,Sports,"566 Highland St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/21/2019 13:24,141298,Lightning Charging Cable,3.94148E+12,Vêtements,"81 10th St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475
1/31/2019 23:23,141299,AAA Batteries (4-pack),3.02154E+12,Alimentation,"836 Hill St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/23/2019 10:21,141300,Apple Airpods Headphones,8.89542E+12,Vêtements,"121 Cherry St, Boston, MA 02215",1,150,97.5,150,52.5
1/27/2019 11:58,141301,Apple Airpods Headphones,8.59811E+12,Sports,"867 Hill St, New York City, NY 10001",1,150,97.5,150,52.5
1/18/2019 20:12,141302,AAA Batteries (4-pack),5.74361E+12,Alimentation,"90 14th St, Portland, OR 97035",2,2.99,1.495,5.98,2.99
1/19/2019 9:23,141303,AA Batteries (4-pack),3.98895E+12,Sports,"313 14th St, Seattle, WA 98101",1,3.84,1.92,3.84,1.92
1/28/2019 13:10,141304,USB-C Charging Cable,2.79522E+12,Sports,"363 Willow St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/27/2019 16:51,141305,AAA Batteries (4-pack),9.992E+12,Vêtements,"756 Wilson St, Austin, TX 73301",3,2.99,1.495,8.97,4.485
1/19/2019 10:25,141306,Wired Headphones,1.73858E+12,Sports,"458 Forest St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/11/2019 11:18,141307,AAA Batteries (4-pack),3.7426E+12,Électronique,"895 Johnson St, Boston, MA 02215",1,2.99,1.495,2.99,1.495
1/12/2019 12:00,141308,27in FHD Monitor,2.44496E+12,Vêtements,"926 Cedar St, Portland, OR 97035",1,149.99,97.4935,149.99,52.4965
1/20/2019 7:02,141309,AAA Batteries (4-pack),3.79054E+12,Électronique,"423 Elm St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99
1/7/2019 13:32,141310,AAA Batteries (4-pack),3.67422E+12,Alimentation,"679 8th St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495
1/28/2019 12:45,141311,34in Ultrawide Monitor,8.13115E+12,Électronique,"223 North St, Atlanta, GA 30301",1,379.99,125.3967,379.99,254.5933
1/8/2019 23:20,141312,Apple Airpods Headphones,7.81316E+12,Vêtements,"741 11th St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/9/2019 15:03,141313,Lightning Charging Cable,8.87015E+12,Vêtements,"38 Johnson St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475
1/13/2019 23:51,141314,Macbook Pro Laptop,2.8922E+12,Sports,"700 Jefferson St, New York City, NY 10001",1,1700,561,1700,1139
1/10/2019 1:32,141315,USB-C Charging Cable,1.99719E+12,Électronique,"842 8th St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975
1/1/2019 7:26,141316,AAA Batteries (4-pack),8.39597E+12,Alimentation,"235 South St, Seattle, WA 98101",3,2.99,1.495,8.97,4.485
1/21/2019 11:18,141317,27in FHD Monitor,9.57168E+12,Vêtements,"875 Meadow St, New York City, NY 10001",1,149.99,97.4935,149.99,52.4965
1/9/2019 15:21,141318,Bose SoundSport Headphones,9.18707E+12,Alimentation,"789 Lakeview St, Boston, MA 02215",1,99.99,49.995,99.99,49.995
1/1/2019 10:43,141319,Bose SoundSport Headphones,7.32619E+12,Alimentation,"548 Maple St, Boston, MA 02215",1,99.99,49.995,99.99,49.995
1/24/2019 13:37,141320,AA Batteries (4-pack),4.3717E+12,Électronique,"326 12th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/10/2019 9:07,141321,Bose SoundSport Headphones,4.22506E+12,Alimentation,"207 8th St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995
1/12/2019 21:56,141322,AAA Batteries (4-pack),6.63656E+12,Sports,"816 Lake St, Boston, MA 02215",2,2.99,1.495,5.98,2.99
1/17/2019 21:54,141323,USB-C Charging Cable,7.51325E+12,Électronique,"240 River St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/4/2019 23:36,141324,USB-C Charging Cable,3.94106E+12,Vêtements,"851 Maple St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/23/2019 15:17,141325,Bose SoundSport Headphones,9.43011E+12,Électronique,"880 Lake St, Austin, TX 73301",1,99.99,49.995,99.99,49.995
1/5/2019 13:49,141326,Google Phone,4.59922E+12,Électronique,"131 Center St, San Francisco, CA 94016",1,600,198,600,402
1/31/2019 1:38,141327,USB-C Charging Cable,1.61782E+12,Sports,"238 Washington St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/6/2019 23:18,141328,ThinkPad Laptop,3.33544E+12,Alimentation,"736 5th St, Seattle, WA 98101",1,999.99,329.9967,999.99,669.9933
1/1/2019 16:01,141329,USB-C Charging Cable,6.75734E+12,Électronique,"122 5th St, Portland, ME 04101",1,11.95,5.975,11.95,5.975
1/21/2019 13:04,141330,Wired Headphones,5.14923E+12,Alimentation,"391 5th St, Portland, OR 97035",1,11.99,5.995,11.99,5.995
1/9/2019 18:32,141331,Flatscreen TV,7.5729E+12,Électronique,"299 Park St, San Francisco, CA 94016",1,300,99,300,201
1/19/2019 18:52,141332,USB-C Charging Cable,9.7653E+12,Vêtements,"207 7th St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/1/2019 13:58,141333,27in FHD Monitor,5.73597E+12,Alimentation,"554 10th St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965
1/15/2019 2:05,141334,USB-C Charging Cable,2.06808E+12,Alimentation,"459 4th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/12/2019 18:16,141335,AAA Batteries (4-pack),2.05834E+12,Alimentation,"174 4th St, Los Angeles, CA 90001",5,2.99,1.495,14.95,7.475
1/9/2019 18:23,141336,iPhone,2.45302E+12,Vêtements,"811 Hickory St, Portland, OR 97035",1,700,231,700,469
1/9/2019 9:22,141337,Bose SoundSport Headphones,5.50039E+12,Électronique,"947 Church St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/29/2019 16:19,141338,AAA Batteries (4-pack),5.51392E+12,Alimentation,"542 4th St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/28/2019 12:52,141339,AAA Batteries (4-pack),7.56705E+12,Sports,"539 Lakeview St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/27/2019 14:30,141340,Lightning Charging Cable,2.44753E+12,Électronique,"710 Johnson St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/13/2019 10:09,141341,LG Dryer,3.69325E+12,Vêtements,"844 Walnut St, Austin, TX 73301",1,600,198,600,402
1/26/2019 21:13,141342,Wired Headphones,1.96494E+12,Électronique,"119 9th St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995
1/24/2019 13:36,141343,Bose SoundSport Headphones,2.16167E+12,Sports,"157 1st St, New York City, NY 10001",1,99.99,49.995,99.99,49.995
1/20/2019 12:38,141344,Apple Airpods Headphones,2.68714E+12,Sports,"443 Washington St, Portland, OR 97035",1,150,97.5,150,52.5
1/9/2019 13:55,141345,USB-C Charging Cable,8.03647E+12,Électronique,"398 5th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/14/2019 13:59,141346,Apple Airpods Headphones,9.85697E+12,Sports,"285 Cherry St, Boston, MA 02215",1,150,97.5,150,52.5
1/27/2019 17:46,141347,AA Batteries (4-pack),4.28699E+12,Alimentation,"885 Walnut St, Atlanta, GA 30301",1,3.84,1.92,3.84,1.92
1/26/2019 18:56,141348,USB-C Charging Cable,8.8932E+12,Vêtements,"493 5th St, Portland, OR 97035",2,11.95,5.975,23.9,11.95
1/3/2019 20:51,141349,Lightning Charging Cable,9.86139E+12,Vêtements,"886 10th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/1/2019 11:17,141350,Lightning Charging Cable,2.89794E+12,Vêtements,"804 River St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/24/2019 17:02,141351,USB-C Charging Cable,6.82666E+12,Électronique,"865 Church St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95
1/11/2019 19:07,141352,Lightning Charging Cable,2.89045E+12,Vêtements,"800 4th St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475
1/26/2019 10:35,141353,USB-C Charging Cable,7.62311E+12,Vêtements,"870 Cherry St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/3/2019 11:12,141354,Bose SoundSport Headphones,1.86993E+12,Électronique,"869 Hill St, Atlanta, GA 30301",1,99.99,49.995,99.99,49.995
1/18/2019 15:24,141355,27in 4K Gaming Monitor,5.08343E+12,Électronique,"674 Main St, Dallas, TX 75001",1,389.99,128.6967,389.99,261.2933
1/9/2019 17:32,141356,Lightning Charging Cable,8.73399E+12,Vêtements,"336 1st St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/23/2019 5:30,141357,Lightning Charging Cable,6.86122E+12,Électronique,"850 River St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475
1/5/2019 15:31,141358,Lightning Charging Cable,5.89933E+12,Alimentation,"911 Madison St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/9/2019 22:21,141359,AAA Batteries (4-pack),7.1902E+12,Électronique,"383 11th St, Seattle, WA 98101",2,2.99,1.495,5.98,2.99
1/17/2019 21:00,141360,Macbook Pro Laptop,4.89816E+12,Alimentation,"263 Meadow St, Los Angeles, CA 90001",1,1700,561,1700,1139
1/23/2019 15:39,141361,Apple Airpods Headphones,5.16075E+12,Électronique,"181 Lakeview St, Portland, OR 97035",2,150,97.5,300,105
1/2/2019 22:17,141362,Lightning Charging Cable,5.21618E+12,Alimentation,"392 Cherry St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475
1/8/2019 6:24,141363,Wired Headphones,1.62212E+12,Sports,"921 Highland St, Dallas, TX 75001",1,11.99,5.995,11.99,5.995
1/1/2019 7:46,141364,AA Batteries (4-pack),6.22678E+12,Électronique,"657 Lincoln St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92
1/10/2019 11:19,141365,Vareebadd Phone,2.98458E+12,Alimentation,"20 Dogwood St, New York City, NY 10001",1,400,132,400,268
1/10/2019 11:19,141365,Wired Headphones,9.33621E+12,Électronique,"20 Dogwood St, New York City, NY 10001",1,11.99,5.995,11.99,5.995
1/17/2019 22:34,141366,Flatscreen TV,9.42225E+12,Sports,"803 Church St, Seattle, WA 98101",1,300,99,300,201
1/9/2019 10:06,141367,27in 4K Gaming Monitor,4.63739E+12,Sports,"23 13th St, San Francisco, CA 94016",1,389.99,128.6967,389.99,261.2933
1/10/2019 21:39,141368,USB-C Charging Cable,9.07235E+12,Alimentation,"387 Hill St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/21/2019 21:03,141369,Lightning Charging Cable,4.27493E+12,Vêtements,"785 9th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/24/2019 20:53,141370,AAA Batteries (4-pack),4.73112E+12,Sports,"375 Center St, Seattle, WA 98101",2,2.99,1.495,5.98,2.99
1/23/2019 18:34,141371,Lightning Charging Cable,6.81145E+12,Électronique,"685 West St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475
1/26/2019 10:07,141372,AAA Batteries (4-pack),9.23235E+12,Électronique,"134 Hickory St, Portland, ME 04101",1,2.99,1.495,2.99,1.495
1/20/2019 13:08,141373,27in FHD Monitor,6.96053E+12,Alimentation,"82 Hickory St, San Francisco, CA 94016",1,149.99,97.4935,149.99,52.4965
1/14/2019 10:12,141374,Wired Headphones,5.5881E+12,Vêtements,"386 12th St, Boston, MA 02215",1,11.99,5.995,11.99,5.995
1/10/2019 13:51,141375,27in 4K Gaming Monitor,8.17197E+12,Vêtements,"49 Center St, Los Angeles, CA 90001",1,389.99,128.6967,389.99,261.2933
1/20/2019 14:57,141376,Wired Headphones,6.63378E+12,Alimentation,"32 West St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/20/2019 15:12,141377,Wired Headphones,3.13896E+12,Sports,"711 11th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/22/2019 10:25,141378,USB-C Charging Cable,4.67519E+12,Électronique,"777 North St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/25/2019 18:00,141379,AA Batteries (4-pack),7.87926E+12,Sports,"378 Center St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/17/2019 18:45,141380,USB-C Charging Cable,5.97746E+12,Électronique,"868 14th St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/3/2019 18:22,141381,Bose SoundSport Headphones,2.69281E+12,Sports,"336 Jackson St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995
1/16/2019 13:50,141382,AAA Batteries (4-pack),6.41982E+12,Sports,"613 Ridge St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/8/2019 10:01,141383,AAA Batteries (4-pack),4.57232E+12,Alimentation,"418 11th St, Boston, MA 02215",1,2.99,1.495,2.99,1.495
1/3/2019 0:14,141384,Google Phone,4.47701E+12,Électronique,"223 Jackson St, Boston, MA 02215",1,600,198,600,402
1/3/2019 0:14,141384,USB-C Charging Cable,2.31049E+12,Alimentation,"223 Jackson St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/10/2019 12:59,141385,Macbook Pro Laptop,9.33624E+12,Sports,"502 Walnut St, Atlanta, GA 30301",1,1700,561,1700,1139
1/8/2019 19:27,141386,Lightning Charging Cable,6.56344E+12,Alimentation,"692 13th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/17/2019 11:12,141387,AAA Batteries (4-pack),6.17257E+12,Vêtements,"807 Jackson St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495
1/22/2019 10:53,141388,Lightning Charging Cable,8.89873E+12,Alimentation,"24 Park St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475
1/26/2019 11:07,141389,AA Batteries (4-pack),4.71764E+12,Alimentation,"176 Church St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/26/2019 11:22,141390,Wired Headphones,5.66333E+12,Sports,"667 Park St, New York City, NY 10001",1,11.99,5.995,11.99,5.995
1/31/2019 10:02,141391,Bose SoundSport Headphones,1.14073E+12,Alimentation,"375 Johnson St, New York City, NY 10001",1,99.99,49.995,99.99,49.995
1/25/2019 13:51,141392,Apple Airpods Headphones,1.9444E+12,Vêtements,"755 Cherry St, Seattle, WA 98101",1,150,97.5,150,52.5
1/18/2019 17:57,141393,USB-C Charging Cable,9.1541E+12,Électronique,"240 Meadow St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/6/2019 16:54,141394,iPhone,6.55791E+12,Électronique,"534 12th St, San Francisco, CA 94016",1,700,231,700,469
1/29/2019 16:20,141395,AAA Batteries (4-pack),6.75555E+12,Sports,"790 Hickory St, Portland, ME 04101",1,2.99,1.495,2.99,1.495
1/26/2019 14:10,141396,USB-C Charging Cable,2.55315E+12,Sports,"141 Elm St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/13/2019 12:59,141397,Lightning Charging Cable,7.82876E+12,Alimentation,"940 8th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/4/2019 16:31,141398,AAA Batteries (4-pack),8.20274E+12,Électronique,"33 Jackson St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/17/2019 9:57,141399,ThinkPad Laptop,6.46022E+12,Alimentation,"830 Walnut St, Atlanta, GA 30301",1,999.99,329.9967,999.99,669.9933
1/18/2019 18:09,141400,Lightning Charging Cable,4.76049E+12,Vêtements,"215 Park St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/23/2019 12:50,141401,Apple Airpods Headphones,2.97875E+12,Sports,"34 Cedar St, Portland, OR 97035",1,150,97.5,150,52.5
1/7/2019 12:56,141402,AAA Batteries (4-pack),7.56035E+12,Électronique,"939 Lakeview St, Atlanta, GA 30301",1,2.99,1.495,2.99,1.495
1/26/2019 16:41,141403,Lightning Charging Cable,5.40721E+12,Vêtements,"216 Meadow St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/29/2019 20:06,141404,AA Batteries (4-pack),7.08073E+12,Vêtements,"200 14th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/29/2019 11:00,141405,Wired Headphones,2.35674E+12,Alimentation,"247 Forest St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/28/2019 12:02,141406,USB-C Charging Cable,7.53797E+12,Électronique,"110 13th St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975
1/1/2019 16:06,141407,Apple Airpods Headphones,7.98445E+12,Sports,"946 12th St, Portland, ME 04101",1,150,97.5,150,52.5
1/7/2019 13:25,141408,Apple Airpods Headphones,2.29548E+12,Sports,"103 14th St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/1/2019 21:49,141409,Bose SoundSport Headphones,6.75644E+12,Électronique,"36 Highland St, Portland, ME 04101",1,99.99,49.995,99.99,49.995
1/3/2019 22:02,141410,27in FHD Monitor,9.85178E+12,Sports,"890 6th St, Dallas, TX 75001",1,149.99,97.4935,149.99,52.4965
1/15/2019 5:35,141411,Wired Headphones,4.37943E+12,Alimentation,"350 Main St, New York City, NY 10001",1,11.99,5.995,11.99,5.995
1/14/2019 17:16,141412,AA Batteries (4-pack),2.22576E+12,Alimentation,"397 Dogwood St, Atlanta, GA 30301",2,3.84,1.92,7.68,3.84
1/24/2019 17:54,141413,AA Batteries (4-pack),3.17041E+12,Électronique,"793 5th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/26/2019 3:38,141414,Google Phone,3.01649E+12,Vêtements,"609 14th St, New York City, NY 10001",1,600,198,600,402
